,concept:name,time:timestamp
256979,Add penalty,2007-12-16 05:00:43.820531+00:00
256979,Send for Credit Collection,2010-09-07 10:46:19.820531+00:00
256983,Insert Fine Notification,2006-10-14 02:25:06.741776+00:00
256983,Add penalty,2007-12-29 20:40:30.761688+00:00
256983,Send for Credit Collection,2010-09-21 02:26:06.761688+00:00
256993,Insert Fine Notification,2006-10-10 20:07:05.407663+00:00
256993,Add penalty,2007-07-07 18:12:15.802840+00:00
256993,Send for Credit Collection,2010-03-29 23:57:51.802840+00:00
257000,Insert Fine Notification,2006-10-11 14:29:27.657208+00:00
257000,Add penalty,2007-12-08 23:37:15.438259+00:00
257000,Send for Credit Collection,2010-08-31 05:22:51.438259+00:00
257007,Insert Fine Notification,2006-10-08 15:00:43.626361+00:00
257007,Add penalty,2007-10-01 06:09:59.764177+00:00
257007,Send for Credit Collection,2010-06-23 11:55:35.764177+00:00
257060,Insert Fine Notification,2006-08-22 22:39:12.168701+00:00
257060,Add penalty,2007-10-15 19:11:55.471430+00:00
257060,Send for Credit Collection,2010-07-08 00:57:31.471430+00:00
257121,Insert Fine Notification,2006-08-20 21:03:47.804869+00:00
257121,Add penalty,2007-12-24 16:55:06.851375+00:00
257121,Send for Credit Collection,2010-09-15 22:40:42.851375+00:00
257176,Insert Fine Notification,2006-08-27 01:39:33.263417+00:00
257176,Add penalty,2007-11-29 19:51:45.968727+00:00
257176,Send for Credit Collection,2010-08-22 01:37:21.968727+00:00
257244,Insert Fine Notification,2006-11-04 07:01:35.492090+00:00
257244,Add penalty,2008-03-04 08:39:38.793663+00:00
257244,Send for Credit Collection,2010-11-25 14:25:14.793663+00:00
257275,Insert Fine Notification,2006-10-12 07:01:35.492090+00:00
257275,Add penalty,2008-02-10 08:39:38.793663+00:00
257275,Send for Credit Collection,2010-11-02 14:25:14.793663+00:00
257386,Insert Fine Notification,2006-10-11 20:00:51.997345+00:00
257386,Add penalty,2008-02-19 05:15:06.222709+00:00
257386,Send for Credit Collection,2010-11-11 11:00:42.222709+00:00
257404,Insert Fine Notification,2006-10-10 05:19:15.074232+00:00
257404,Add penalty,2007-09-16 17:35:57.474072+00:00
257404,Send for Credit Collection,2010-06-08 23:21:33.474072+00:00
257442,Insert Fine Notification,2006-10-08 20:12:10.830610+00:00
257442,Add penalty,2008-05-23 18:16:24.542592+00:00
257442,Send for Credit Collection,2011-02-14 00:02:00.542592+00:00
257471,Insert Fine Notification,2006-10-14 19:38:42.997977+00:00
257471,Add penalty,2007-11-30 09:42:34.775367+00:00
257471,Send for Credit Collection,2010-06-26 11:49:17.975367+00:00
257485,Insert Fine Notification,2006-10-15 16:27:06.897164+00:00
257485,Add penalty,2007-10-31 02:13:07.744118+00:00
257485,Send for Credit Collection,2010-05-27 04:19:50.944118+00:00
257517,Insert Fine Notification,2006-10-14 16:01:10.172865+00:00
257517,Add penalty,2007-12-30 23:23:59.557476+00:00
257517,Send for Credit Collection,2010-07-27 01:30:42.757476+00:00
257527,Insert Fine Notification,2006-10-13 00:43:08.488304+00:00
257527,Add penalty,2007-09-18 18:44:42.951620+00:00
257527,Send for Credit Collection,2010-04-14 20:51:26.151620+00:00
257533,Insert Fine Notification,2006-10-16 00:00:00+00:00
257533,Add penalty,2007-12-27 15:05:11.079673+00:00
257533,Send for Credit Collection,2010-07-23 17:11:54.279673+00:00
257540,Insert Fine Notification,2006-10-10 14:10:08.337105+00:00
257540,Add penalty,2007-12-22 22:46:19.472972+00:00
257540,Send for Credit Collection,2010-07-19 00:53:02.672972+00:00
257618,Insert Fine Notification,2006-10-10 03:50:17.814271+00:00
257618,Add penalty,2007-11-21 14:29:22.995965+00:00
257618,Send for Credit Collection,2010-08-13 20:14:58.995965+00:00
257650,Insert Fine Notification,2006-12-30 10:55:27.650470+00:00
257650,Add penalty,2008-07-06 19:57:46.675556+00:00
257650,Send for Credit Collection,2011-03-30 01:43:22.675556+00:00
257695,Insert Fine Notification,2006-10-14 15:28:20.364483+00:00
257695,Add penalty,2008-05-16 16:45:23.034929+00:00
257695,Send for Credit Collection,2011-02-06 22:30:59.034929+00:00
257715,Insert Fine Notification,2006-10-15 02:15:43.339359+00:00
257715,Add penalty,2008-03-15 15:28:49.007608+00:00
257715,Send for Credit Collection,2010-12-06 21:14:25.007608+00:00
257717,Insert Fine Notification,2006-10-13 06:24:14.499253+00:00
257717,Add penalty,2008-06-17 01:14:28.836562+00:00
257717,Send for Credit Collection,2011-03-10 07:00:04.836562+00:00
257741,Insert Fine Notification,2006-10-15 16:27:22.922887+00:00
257741,Add penalty,2008-02-02 12:28:31.136424+00:00
257741,Send for Credit Collection,2010-10-25 18:14:07.136424+00:00
257743,Insert Fine Notification,2006-10-10 18:57:08.487051+00:00
257743,Add penalty,2007-08-04 08:33:42.826791+00:00
257743,Send for Credit Collection,2010-04-26 14:19:18.826791+00:00
257745,Insert Fine Notification,2006-10-14 07:22:54.681015+00:00
257745,Add penalty,2008-02-05 17:08:47.987025+00:00
257745,Send for Credit Collection,2010-10-28 22:54:23.987025+00:00
257752,Insert Fine Notification,2006-10-15 00:55:07.969590+00:00
257752,Add penalty,2008-01-29 09:34:31.308302+00:00
257752,Send for Credit Collection,2010-10-21 15:20:07.308302+00:00
257785,Insert Fine Notification,2006-11-05 11:31:41.331551+00:00
257785,Add penalty,2008-05-12 04:37:24.810643+00:00
257785,Send for Credit Collection,2011-02-02 10:23:00.810643+00:00
257792,Insert Fine Notification,2006-11-05 16:11:20.733253+00:00
257792,Add penalty,2008-06-24 03:02:08.734986+00:00
257792,Send for Credit Collection,2011-03-17 08:47:44.734986+00:00
257961,Insert Fine Notification,2006-10-13 01:30:34.953410+00:00
257961,Add penalty,2008-01-14 19:17:59.406199+00:00
257961,Send for Credit Collection,2010-10-07 01:03:35.406199+00:00
257999,Insert Fine Notification,2006-10-11 15:22:23.913921+00:00
257999,Add penalty,2007-11-01 06:12:09.898918+00:00
257999,Send for Credit Collection,2010-07-24 11:57:45.898918+00:00
258031,Insert Fine Notification,2006-10-12 16:57:32.910978+00:00
258031,Add penalty,2008-02-10 13:11:23.006063+00:00
258031,Send for Credit Collection,2010-11-02 18:56:59.006063+00:00
258049,Insert Fine Notification,2006-10-13 06:09:32.801980+00:00
258049,Add penalty,2007-12-02 09:48:44.380637+00:00
258049,Send for Credit Collection,2010-08-24 15:34:20.380637+00:00
258053,Insert Fine Notification,2006-10-15 05:13:22.519631+00:00
258053,Add penalty,2007-11-11 04:38:55.591601+00:00
258053,Send for Credit Collection,2010-08-03 10:24:31.591601+00:00
258057,Insert Fine Notification,2006-10-12 14:40:15.591386+00:00
258057,Add penalty,2007-10-01 08:47:34.888859+00:00
258057,Send for Credit Collection,2010-06-23 14:33:10.888859+00:00
258078,Insert Fine Notification,2006-10-11 06:08:21.412477+00:00
258078,Add penalty,2008-01-14 19:12:16.993401+00:00
258078,Send for Credit Collection,2010-10-07 00:57:52.993401+00:00
258152,Insert Fine Notification,2006-10-11 08:06:31.873070+00:00
258152,Add penalty,2007-12-22 18:07:14.239726+00:00
258152,Send for Credit Collection,2010-09-13 23:52:50.239726+00:00
258178,Insert Fine Notification,2006-10-14 23:11:34.570468+00:00
258178,Add penalty,2008-01-03 06:48:56.299635+00:00
258178,Send for Credit Collection,2010-09-25 12:34:32.299635+00:00
258186,Insert Fine Notification,2006-10-13 10:57:18.474638+00:00
258186,Add penalty,2007-09-14 06:20:27.937689+00:00
258186,Send for Credit Collection,2010-06-06 12:06:03.937689+00:00
258193,Insert Fine Notification,2006-10-10 07:08:45.671125+00:00
258193,Add penalty,2007-12-30 17:12:32.658761+00:00
258193,Send for Credit Collection,2010-09-21 22:58:08.658761+00:00
258195,Insert Fine Notification,2006-10-11 22:43:51.681414+00:00
258195,Add penalty,2007-05-19 00:59:46.165971+00:00
258195,Send for Credit Collection,2010-02-08 06:45:22.165971+00:00
258197,Insert Fine Notification,2006-10-14 01:59:26.758193+00:00
258197,Add penalty,2008-01-09 22:15:26.508813+00:00
258197,Send for Credit Collection,2010-10-02 04:01:02.508813+00:00
258204,Insert Fine Notification,2006-10-14 04:35:41.775965+00:00
258204,Add penalty,2008-02-10 08:50:27.675339+00:00
258204,Send for Credit Collection,2010-11-02 14:36:03.675339+00:00
258241,Insert Fine Notification,2006-10-08 05:19:13.852371+00:00
258241,Add penalty,2007-10-05 17:03:44.866885+00:00
258241,Send for Credit Collection,2010-06-27 22:49:20.866885+00:00
258248,Insert Fine Notification,2006-10-09 15:11:34.065345+00:00
258248,Add penalty,2008-01-07 22:11:51.712914+00:00
258248,Send for Credit Collection,2010-09-30 03:57:27.712914+00:00
258254,Insert Fine Notification,2006-10-14 07:14:54.919551+00:00
258254,Add penalty,2008-01-29 20:08:14.181752+00:00
258254,Send for Credit Collection,2010-10-22 01:53:50.181752+00:00
258276,Insert Fine Notification,2006-10-13 07:41:49.772252+00:00
258276,Add penalty,2007-12-10 07:10:26.432797+00:00
258276,Send for Credit Collection,2010-09-01 12:56:02.432797+00:00
258280,Insert Fine Notification,2007-01-02 00:00:00+00:00
258280,Add penalty,2008-03-03 16:32:51.494706+00:00
258280,Send for Credit Collection,2010-11-24 22:18:27.494706+00:00
258311,Insert Fine Notification,2006-10-14 07:14:54.919551+00:00
258311,Add penalty,2008-01-29 20:08:14.181752+00:00
258311,Send for Credit Collection,2010-10-22 01:53:50.181752+00:00
258349,Insert Fine Notification,2006-10-13 07:41:49.772252+00:00
258349,Add penalty,2007-12-10 07:10:26.432797+00:00
258349,Send for Credit Collection,2010-09-01 12:56:02.432797+00:00
258370,Insert Fine Notification,2006-10-13 07:26:52.839152+00:00
258370,Add penalty,2008-03-02 12:02:31.241018+00:00
258370,Send for Credit Collection,2010-11-23 17:48:07.241018+00:00
258372,Insert Fine Notification,2006-10-13 22:19:40.641536+00:00
258372,Add penalty,2007-12-31 19:38:56.021110+00:00
258372,Send for Credit Collection,2010-09-23 01:24:32.021110+00:00
258384,Insert Fine Notification,2006-10-12 18:50:40.466758+00:00
258384,Add penalty,2008-01-10 01:50:33.995576+00:00
258384,Send for Credit Collection,2010-10-02 07:36:09.995576+00:00
258388,Insert Fine Notification,2006-10-12 20:06:16.237197+00:00
258388,Add penalty,2008-02-09 21:29:48.929134+00:00
258388,Send for Credit Collection,2010-11-02 03:15:24.929134+00:00
258413,Insert Fine Notification,2006-10-14 01:39:33.263417+00:00
258413,Add penalty,2008-01-16 19:51:45.968727+00:00
258413,Send for Credit Collection,2010-10-09 01:37:21.968727+00:00
258522,Insert Fine Notification,2006-10-13 16:13:32.624496+00:00
258522,Add penalty,2008-12-17 09:56:35.484036+00:00
258522,Send for Credit Collection,2011-09-09 15:42:11.484036+00:00
258530,Insert Fine Notification,2006-10-13 16:13:32.624496+00:00
258530,Add penalty,2008-12-17 09:56:35.484036+00:00
258530,Send for Credit Collection,2011-09-09 15:42:11.484036+00:00
258536,Insert Fine Notification,2006-10-07 09:10:56.625605+00:00
258536,Add penalty,2008-06-02 12:57:48.670803+00:00
258536,Send for Credit Collection,2011-02-23 18:43:24.670803+00:00
258543,Insert Fine Notification,2006-10-15 08:26:14.058901+00:00
258543,Add penalty,2007-12-01 13:03:36.092905+00:00
258543,Send for Credit Collection,2010-08-23 18:49:12.092905+00:00
258567,Insert Fine Notification,2006-10-16 00:00:00+00:00
258567,Add penalty,2008-08-26 04:58:41.670649+00:00
258567,Send for Credit Collection,2011-05-19 10:44:17.670649+00:00
258578,Insert Fine Notification,2006-10-15 23:36:57.600000+00:00
258578,Add penalty,2009-03-02 00:28:34.866573+00:00
258578,Send for Credit Collection,2011-11-23 06:14:10.866573+00:00
258591,Insert Fine Notification,2006-10-11 03:58:28.250808+00:00
258591,Add penalty,2007-10-11 05:08:52.684821+00:00
258591,Send for Credit Collection,2010-07-03 10:54:28.684821+00:00
258622,Insert Fine Notification,2006-10-10 00:56:42.482974+00:00
258622,Add penalty,2007-09-18 22:06:12.802567+00:00
258622,Send for Credit Collection,2010-06-11 03:51:48.802567+00:00
258631,Insert Fine Notification,2006-10-16 00:00:00+00:00
258631,Add penalty,2008-09-27 10:07:40.321647+00:00
258631,Send for Credit Collection,2011-06-20 15:53:16.321647+00:00
258643,Insert Fine Notification,2006-12-05 15:01:33.758086+00:00
258643,Add penalty,2008-07-14 16:36:17.189322+00:00
258643,Send for Credit Collection,2011-04-06 22:21:53.189322+00:00
258656,Insert Fine Notification,2006-10-08 01:11:13.060295+00:00
258656,Add penalty,2008-09-05 13:52:35.845809+00:00
258656,Send for Credit Collection,2011-05-29 19:38:11.845809+00:00
258681,Insert Fine Notification,2006-10-10 22:10:16.719270+00:00
258681,Add penalty,2007-12-22 05:57:28.380682+00:00
258681,Send for Credit Collection,2010-07-18 08:04:11.580682+00:00
258688,Insert Fine Notification,2006-10-14 09:31:35.949120+00:00
258688,Add penalty,2008-02-26 04:00:10.700602+00:00
258688,Send for Credit Collection,2010-09-22 06:06:53.900602+00:00
258780,Insert Fine Notification,2006-10-13 22:06:30.830747+00:00
258780,Add penalty,2008-01-01 14:59:09.285959+00:00
258780,Send for Credit Collection,2010-07-28 17:05:52.485959+00:00
258784,Insert Fine Notification,2006-11-04 21:19:41.541503+00:00
258784,Add penalty,2008-01-19 03:02:09.779217+00:00
258784,Send for Credit Collection,2010-08-15 05:08:52.979217+00:00
258797,Insert Fine Notification,2006-10-16 00:00:00+00:00
258797,Add penalty,2007-09-09 15:36:04.176647+00:00
258797,Send for Credit Collection,2010-06-01 21:21:40.176647+00:00
258892,Insert Fine Notification,2006-10-17 00:00:00+00:00
258892,Add penalty,2007-12-28 10:25:47.216571+00:00
258892,Send for Credit Collection,2010-09-19 16:11:23.216571+00:00
258935,Insert Fine Notification,2006-10-15 20:55:53.826212+00:00
258935,Add penalty,2007-12-14 12:24:06.175407+00:00
258935,Send for Credit Collection,2010-09-05 18:09:42.175407+00:00
258975,Insert Fine Notification,2006-10-13 16:38:26.195166+00:00
258975,Add penalty,2007-11-15 02:50:35.503609+00:00
258975,Send for Credit Collection,2010-08-07 08:36:11.503609+00:00
258994,Insert Fine Notification,2006-10-13 23:51:49.747011+00:00
258994,Add penalty,2007-11-18 16:44:23.479312+00:00
258994,Send for Credit Collection,2010-08-10 22:29:59.479312+00:00
259085,Insert Fine Notification,2006-10-13 03:28:24.335372+00:00
259085,Add penalty,2008-01-08 20:44:27.153612+00:00
259085,Send for Credit Collection,2010-10-01 02:30:03.153612+00:00
259101,Insert Fine Notification,2006-10-15 08:39:19.901625+00:00
259101,Add penalty,2008-04-16 08:05:01.712451+00:00
259101,Send for Credit Collection,2011-01-07 13:50:37.712451+00:00
259108,Insert Fine Notification,2006-10-13 20:25:52.596189+00:00
259108,Add penalty,2007-10-24 08:44:28.052290+00:00
259108,Send for Credit Collection,2010-07-16 14:30:04.052290+00:00
259124,Insert Fine Notification,2006-10-15 00:25:18.268650+00:00
259124,Add penalty,2008-09-13 20:03:32.162609+00:00
259124,Send for Credit Collection,2011-06-07 01:49:08.162609+00:00
259138,Insert Fine Notification,2006-10-13 12:12:17.047809+00:00
259138,Add penalty,2007-09-05 15:52:00.131934+00:00
259138,Send for Credit Collection,2010-05-28 21:37:36.131934+00:00
259154,Insert Fine Notification,2006-10-13 12:20:44.993872+00:00
259154,Add penalty,2008-06-09 04:12:15.628463+00:00
259154,Send for Credit Collection,2011-03-02 09:57:51.628463+00:00
259206,Insert Fine Notification,2006-10-16 03:16:22.568981+00:00
259206,Add penalty,2007-11-19 16:03:37.106506+00:00
259206,Send for Credit Collection,2010-08-11 21:49:13.106506+00:00
259228,Insert Fine Notification,2006-11-02 05:56:28.239920+00:00
259228,Add penalty,2008-02-23 08:55:01.581859+00:00
259228,Send for Credit Collection,2010-11-15 14:40:37.581859+00:00
259243,Insert Fine Notification,2006-11-08 00:00:00+00:00
259243,Add penalty,2008-07-19 12:35:02.059617+00:00
259243,Send for Credit Collection,2011-04-11 18:20:38.059617+00:00
259255,Insert Fine Notification,2006-11-07 23:27:21.730909+00:00
259255,Add penalty,2008-03-09 18:22:59.398208+00:00
259255,Send for Credit Collection,2010-12-01 00:08:35.398208+00:00
259257,Insert Fine Notification,2006-11-02 19:44:17.897117+00:00
259257,Add penalty,2008-01-30 12:08:53.105440+00:00
259257,Send for Credit Collection,2010-10-22 17:54:29.105440+00:00
259289,Insert Fine Notification,2006-10-16 00:00:00+00:00
259289,Add penalty,2008-03-03 22:50:12.000716+00:00
259289,Send for Credit Collection,2010-11-25 04:35:48.000716+00:00
259291,Insert Fine Notification,2006-10-13 17:50:10.258788+00:00
259291,Add penalty,2007-12-19 05:20:00.466689+00:00
259291,Send for Credit Collection,2010-09-10 11:05:36.466689+00:00
259346,Insert Fine Notification,2006-10-16 00:00:00+00:00
259346,Add penalty,2008-09-13 23:16:59.014104+00:00
259346,Send for Credit Collection,2011-06-07 05:02:35.014104+00:00
259357,Insert Fine Notification,2006-10-13 10:55:27.650470+00:00
259357,Add penalty,2008-04-19 19:57:46.675556+00:00
259357,Send for Credit Collection,2011-01-11 01:43:22.675556+00:00
259388,Insert Fine Notification,2006-10-07 01:11:13.060295+00:00
259388,Add penalty,2008-09-04 13:52:35.845809+00:00
259388,Send for Credit Collection,2011-05-28 19:38:11.845809+00:00
259394,Insert Fine Notification,2006-11-06 08:41:48.020855+00:00
259394,Add penalty,2008-02-19 12:48:04.600458+00:00
259394,Send for Credit Collection,2010-11-11 18:33:40.600458+00:00
259421,Insert Fine Notification,2006-10-16 00:00:00+00:00
259421,Add penalty,2008-07-18 20:02:27.198414+00:00
259421,Send for Credit Collection,2011-04-11 01:48:03.198414+00:00
259435,Insert Fine Notification,2006-10-12 12:25:29.592773+00:00
259435,Add penalty,2008-02-29 04:03:48.008101+00:00
259435,Send for Credit Collection,2010-11-21 09:49:24.008101+00:00
259461,Insert Fine Notification,2006-10-13 02:25:36.574930+00:00
259461,Add penalty,2008-07-04 08:48:07.851003+00:00
259461,Send for Credit Collection,2011-03-27 14:33:43.851003+00:00
259465,Insert Fine Notification,2006-10-13 08:42:14.841076+00:00
259465,Add penalty,2008-03-18 15:27:17.834208+00:00
259465,Send for Credit Collection,2010-12-09 21:12:53.834208+00:00
259505,Insert Fine Notification,2006-10-13 05:43:18.926810+00:00
259505,Add penalty,2007-10-26 16:06:05.470825+00:00
259505,Send for Credit Collection,2010-07-18 21:51:41.470825+00:00
259545,Insert Fine Notification,2006-10-11 05:01:25.752823+00:00
259545,Add penalty,2007-12-27 16:33:21.021627+00:00
259545,Send for Credit Collection,2010-09-18 22:18:57.021627+00:00
259596,Insert Fine Notification,2006-10-14 15:28:20.364483+00:00
259596,Add penalty,2008-05-16 16:45:23.034929+00:00
259596,Send for Credit Collection,2011-02-06 22:30:59.034929+00:00
259658,Insert Fine Notification,2006-10-11 13:38:02.710682+00:00
259658,Add penalty,2008-05-17 19:49:27.237980+00:00
259658,Send for Credit Collection,2011-02-08 01:35:03.237980+00:00
259683,Insert Fine Notification,2006-10-13 06:24:14.499253+00:00
259683,Add penalty,2008-06-17 01:14:28.836562+00:00
259683,Send for Credit Collection,2011-03-10 07:00:04.836562+00:00
259687,Insert Fine Notification,2006-10-15 02:15:43.339359+00:00
259687,Add penalty,2008-03-15 15:28:49.007608+00:00
259687,Send for Credit Collection,2010-12-06 21:14:25.007608+00:00
259712,Insert Fine Notification,2006-10-15 23:58:56+00:00
259712,Add penalty,2007-11-07 10:45:50.887037+00:00
259712,Send for Credit Collection,2010-07-30 16:31:26.887037+00:00
259778,Insert Fine Notification,2006-10-16 00:00:00+00:00
259778,Add penalty,2008-03-25 16:18:08.904231+00:00
259778,Send for Credit Collection,2010-12-16 22:03:44.904231+00:00
259782,Insert Fine Notification,2006-10-04 04:20:39.964515+00:00
259782,Add penalty,2007-12-25 16:45:53.998649+00:00
259782,Send for Credit Collection,2010-09-16 22:31:29.998649+00:00
259789,Insert Fine Notification,2006-10-14 05:18:45.410124+00:00
259789,Add penalty,2008-04-29 02:41:59.592261+00:00
259789,Send for Credit Collection,2011-01-20 08:27:35.592261+00:00
259798,Insert Fine Notification,2006-10-14 03:53:20.636641+00:00
259798,Add penalty,2008-03-26 20:26:10.773117+00:00
259798,Send for Credit Collection,2010-12-18 02:11:46.773117+00:00
259838,Insert Fine Notification,2006-10-16 00:00:00+00:00
259838,Add penalty,2007-08-01 09:33:04.209169+00:00
259838,Send for Credit Collection,2010-04-23 15:18:40.209169+00:00
259840,Insert Fine Notification,2006-10-13 03:53:36.895519+00:00
259840,Add penalty,2008-04-15 04:15:20.489406+00:00
259840,Send for Credit Collection,2011-01-06 10:00:56.489406+00:00
259856,Insert Fine Notification,2006-10-13 19:20:34.473968+00:00
259856,Add penalty,2007-07-12 13:20:24.004250+00:00
259856,Send for Credit Collection,2010-04-03 19:06:00.004250+00:00
259860,Insert Fine Notification,2006-10-07 16:15:49.376714+00:00
259860,Add penalty,2008-09-13 14:37:36.391444+00:00
259860,Send for Credit Collection,2011-06-06 20:23:12.391444+00:00
259881,Insert Fine Notification,2006-10-13 18:45:19.467583+00:00
259881,Add penalty,2008-03-16 16:16:54.667150+00:00
259881,Send for Credit Collection,2010-12-07 22:02:30.667150+00:00
259914,Insert Fine Notification,2006-10-13 21:26:55.629704+00:00
259914,Add penalty,2008-02-28 18:19:08.139115+00:00
259914,Send for Credit Collection,2010-11-21 00:04:44.139115+00:00
259918,Insert Fine Notification,2006-10-08 14:50:47.007505+00:00
259918,Add penalty,2008-02-19 10:47:15.773377+00:00
259918,Send for Credit Collection,2010-11-11 16:32:51.773377+00:00
259925,Insert Fine Notification,2006-10-15 20:52:34.042259+00:00
259925,Add penalty,2007-10-30 16:12:52.641208+00:00
259925,Send for Credit Collection,2010-07-22 21:58:28.641208+00:00
260051,Insert Fine Notification,2006-10-14 11:33:55.342868+00:00
260051,Add penalty,2008-02-26 01:38:28.650008+00:00
260051,Send for Credit Collection,2010-11-18 07:24:04.650008+00:00
260053,Insert Fine Notification,2006-10-12 22:12:55.356010+00:00
260053,Add penalty,2007-11-22 22:13:06.816809+00:00
260053,Send for Credit Collection,2010-08-15 03:58:42.816809+00:00
260066,Insert Fine Notification,2006-10-14 15:57:44.283483+00:00
260066,Add penalty,2007-11-15 17:04:29.466750+00:00
260066,Send for Credit Collection,2010-08-07 22:50:05.466750+00:00
260091,Insert Fine Notification,2006-10-15 00:58:06.367491+00:00
260091,Add penalty,2007-10-30 04:06:34.898197+00:00
260091,Send for Credit Collection,2010-07-22 09:52:10.898197+00:00
260097,Insert Fine Notification,2007-01-12 08:07:41.964372+00:00
260097,Add penalty,2007-12-26 07:49:34.667382+00:00
260097,Send for Credit Collection,2010-09-17 13:35:10.667382+00:00
260137,Insert Fine Notification,2006-10-14 20:50:00.282685+00:00
260137,Add penalty,2008-06-07 21:46:00.897710+00:00
260137,Send for Credit Collection,2011-01-02 23:52:44.097710+00:00
260162,Insert Fine Notification,2006-10-15 19:13:19.587388+00:00
260162,Add penalty,2008-02-05 03:49:51.738295+00:00
260162,Send for Credit Collection,2010-09-01 05:56:34.938295+00:00
260184,Insert Fine Notification,2006-10-15 02:06:01.959359+00:00
260184,Add penalty,2007-12-20 11:36:28.950923+00:00
260184,Send for Credit Collection,2010-07-16 13:43:12.150923+00:00
260194,Insert Fine Notification,2006-10-15 20:09:43.424747+00:00
260194,Add penalty,2007-12-16 21:42:23.988450+00:00
260194,Send for Credit Collection,2010-07-12 23:49:07.188450+00:00
260236,Insert Fine Notification,2006-10-15 23:31:09.120000+00:00
260236,Add penalty,2008-06-08 00:33:49.176164+00:00
260236,Send for Credit Collection,2011-03-01 06:19:25.176164+00:00
260238,Insert Fine Notification,2006-10-14 20:53:10.828246+00:00
260238,Add penalty,2008-01-27 09:44:27.461286+00:00
260238,Send for Credit Collection,2010-10-19 15:30:03.461286+00:00
260242,Insert Fine Notification,2006-10-16 00:00:00+00:00
260242,Add penalty,2007-12-23 20:42:22.402459+00:00
260242,Send for Credit Collection,2010-09-15 02:27:58.402459+00:00
260244,Insert Fine Notification,2006-10-11 07:08:34.665781+00:00
260244,Add penalty,2008-02-19 02:03:00.658750+00:00
260244,Send for Credit Collection,2010-11-11 07:48:36.658750+00:00
260254,Insert Fine Notification,2006-10-12 18:25:04.399574+00:00
260254,Add penalty,2007-11-11 12:30:48.436124+00:00
260254,Send for Credit Collection,2010-08-03 18:16:24.436124+00:00
260256,Insert Fine Notification,2006-10-16 00:00:00+00:00
260256,Add penalty,2008-02-03 07:45:33.829918+00:00
260256,Send for Credit Collection,2010-10-26 13:31:09.829918+00:00
260260,Insert Fine Notification,2006-10-11 22:52:29.672616+00:00
260260,Add penalty,2008-09-10 21:02:52.765081+00:00
260260,Send for Credit Collection,2011-06-04 02:48:28.765081+00:00
260269,Insert Fine Notification,2006-10-15 23:51:26.030769+00:00
260269,Add penalty,2008-01-22 02:25:44.796887+00:00
260269,Send for Credit Collection,2010-10-14 08:11:20.796887+00:00
260278,Insert Fine Notification,2006-11-29 06:58:10.918305+00:00
260278,Add penalty,2008-07-02 14:50:19.516145+00:00
260278,Send for Credit Collection,2011-03-25 20:35:55.516145+00:00
260302,Insert Fine Notification,2007-02-01 03:37:46.752635+00:00
260302,Add penalty,2008-04-12 16:30:26.108582+00:00
260302,Send for Credit Collection,2011-01-03 22:16:02.108582+00:00
260317,Insert Fine Notification,2006-10-12 22:52:29.672616+00:00
260317,Add penalty,2008-09-11 21:02:52.765081+00:00
260317,Send for Credit Collection,2011-06-05 02:48:28.765081+00:00
260388,Insert Fine Notification,2006-10-17 00:00:00+00:00
260388,Add penalty,2008-07-19 20:02:27.198414+00:00
260388,Send for Credit Collection,2011-04-12 01:48:03.198414+00:00
260421,Insert Fine Notification,2006-10-17 00:00:00+00:00
260421,Add penalty,2008-09-14 23:16:59.014104+00:00
260421,Send for Credit Collection,2011-06-08 05:02:35.014104+00:00
260435,Insert Fine Notification,2006-10-16 23:31:09.120000+00:00
260435,Add penalty,2008-06-09 00:33:49.176164+00:00
260435,Send for Credit Collection,2011-03-02 06:19:25.176164+00:00
260455,Insert Fine Notification,2006-10-11 12:35:43.292838+00:00
260455,Add penalty,2008-02-24 02:38:18.403202+00:00
260455,Send for Credit Collection,2010-11-16 08:23:54.403202+00:00
260549,Insert Fine Notification,2006-10-13 12:25:29.592773+00:00
260549,Add penalty,2008-03-01 04:03:48.008101+00:00
260549,Send for Credit Collection,2010-11-22 09:49:24.008101+00:00
260579,Insert Fine Notification,2006-10-14 10:55:27.650470+00:00
260579,Add penalty,2008-04-20 19:57:46.675556+00:00
260579,Send for Credit Collection,2011-01-12 01:43:22.675556+00:00
260596,Insert Fine Notification,2006-11-08 00:00:00+00:00
260596,Add penalty,2008-10-20 10:07:40.321647+00:00
260596,Send for Credit Collection,2011-07-13 15:53:16.321647+00:00
260598,Insert Fine Notification,2006-11-03 20:00:51.997345+00:00
260598,Add penalty,2008-03-13 05:15:06.222709+00:00
260598,Send for Credit Collection,2010-12-04 11:00:42.222709+00:00
260625,Insert Fine Notification,2006-12-27 11:22:04.774824+00:00
260625,Add penalty,2009-02-12 02:10:03.291604+00:00
260625,Send for Credit Collection,2011-11-05 07:55:39.291604+00:00
260673,Insert Fine Notification,2007-01-12 18:45:19.467583+00:00
260673,Add penalty,2008-06-15 16:16:54.667150+00:00
260673,Send for Credit Collection,2011-03-08 22:02:30.667150+00:00
260675,Insert Fine Notification,2007-02-02 00:00:00+00:00
260675,Add penalty,2007-12-08 19:46:20.690998+00:00
260675,Send for Credit Collection,2010-08-31 01:31:56.690998+00:00
260703,Insert Fine Notification,2007-01-28 22:15:28.470222+00:00
260703,Add penalty,2008-02-25 05:32:50.117307+00:00
260703,Send for Credit Collection,2010-11-17 11:18:26.117307+00:00
